Date,HMM state 0,HMM state 1,Reference stress,Market phase,Window
2022-01-31,0.6715594670287786,0.3284405329712214,1,Bull,fixed holdout
2022-02-01,0.7295928347440983,0.27040716525590175,1,Bull,fixed holdout
2022-02-02,0.8483055441426003,0.15169445585739977,0,Bull,fixed holdout
2022-02-03,0.09445177188805763,0.9055482281119424,0,Bull,fixed holdout
2022-02-04,0.15268514154259033,0.8473148584574097,0,Bull,fixed holdout
2022-02-07,0.3390160706618743,0.6609839293381257,0,Bull,fixed holdout
2022-02-08,0.6614920792992101,0.33850792070078994,0,Bull,fixed holdout
2022-02-09,0.2244958935332311,0.7755041064667689,0,Bull,fixed holdout
2022-02-10,0.0019297575300318498,0.9980702424699681,0,Bull,fixed holdout
2022-02-11,0.014990159756708768,0.9850098402432913,0,Bear,fixed holdout
